Canton;Annee;Parti;Suffrage_en_pourcent
Bern / Berne;1975;PS;31
Bern / Berne;1975;UDC;27.11
Bern / Berne;1975;PL;
Bern / Berne;1975;AdI;4.73
Bern / Berne;1975;PEV;3.45
Bern / Berne;1975;PCS;0.86
Bern / Berne;1975;PVL;
Bern / Berne;1975;PBD;
Bern / Berne;1975;PST;0.63
Bern / Berne;1975;PSA;
Bern / Berne;1975;POCH;0.46
Bern / Berne;1975;PES;
Bern / Berne;1975;AVF;
Bern / Berne;1975;Sol.;
Bern / Berne;1975;Rép.;2.39
Bern / Berne;1975;DS;3.38
Bern / Berne;1975;UDF;1.08
Bern / Berne;1975;PSL;
Bern / Berne;1975;Lega;
Bern / Berne;1975;MCR;
Bern / Berne;1975;Sép.;1.83
Bern / Berne;1975;Autres;0.16
Bern / Berne;1971;PLR;17.25
Bern / Berne;1971;PDC;5.37
Bern / Berne;1971;PS;31.03
Bern / Berne;1971;UDC;29.27
Bern / Berne;1971;PL;
Bern / Berne;1971;AdI;6.3
Bern / Berne;1971;PEV;4.08
Bern / Berne;1971;PCS;0.87
Bern / Berne;1971;PVL;
Bern / Berne;1971;PBD;
Bern / Berne;1971;PST;
Bern / Berne;1971;PSA;
Bern / Berne;1971;POCH;
Bern / Berne;1971;PES;
Bern / Berne;1971;AVF;
Bern / Berne;1971;Sol.;
Bern / Berne;1971;Rép.;2.1
Bern / Berne;1971;DS;3.69
Bern / Berne;1971;UDF;
Bern / Berne;1971;PSL;
Bern / Berne;1971;Lega;
Bern / Berne;1971;MCR;
Bern / Berne;1971;Sép.;
Bern / Berne;1971;Autres;0.04
Luzern;2019;PLR;15.56
Luzern;2019;PDC;25.49
Luzern;2019;PS;13.52
Luzern;2019;UDC;24.75
Luzern;2019;PL;
Luzern;2019;AdI;
Luzern;2019;PEV;0.71
Luzern;2019;PCS;
Luzern;2019;PVL;7.1
Luzern;2019;PBD;
Luzern;2019;PST;
Luzern;2019;PSA;
Luzern;2019;POCH;
Luzern;2019;PES;12.23
Luzern;2019;AVF;
Luzern;2019;Sol.;
Luzern;2019;Rép.;
Luzern;2019;DS;0.15
Luzern;2019;UDF;
Luzern;2019;PSL;
Luzern;2019;Lega;
Luzern;2019;MCR;
Luzern;2019;Sép.;
Luzern;2019;Autres;0.5
Luzern;2015;PLR;18.47
Luzern;2015;PDC;23.85
Luzern;2015;PS;13.56
Luzern;2015;UDC;28.52
Luzern;2015;PL;
Luzern;2015;AdI;
Luzern;2015;PEV;0.63
Luzern;2015;PCS;
Luzern;2015;PVL;5.77
Luzern;2015;PBD;1.37
Luzern;2015;PST;
Luzern;2015;PSA;
Luzern;2015;POCH;
Luzern;2015;PES;7.07
Luzern;2015;AVF;
Luzern;2015;Sol.;
Luzern;2015;Rép.;
Luzern;2015;DS;0.09
Luzern;2015;UDF;
Luzern;2015;PSL;
Luzern;2015;Lega;
Luzern;2015;MCR;
Luzern;2015;Sép.;
Luzern;2015;Autres;0.68
Luzern;2011;PLR;18.37
Luzern;2011;PDC;27.11
Luzern;2011;PS;11.47
Luzern;2011;UDC;25.1
Luzern;2011;PL;
Luzern;2011;AdI;
Luzern;2011;PEV;0.75
Luzern;2011;PCS;
Luzern;2011;PVL;6.12
Luzern;2011;PBD;2.14
Luzern;2011;PST;
Luzern;2011;PSA;
Luzern;2011;POCH;
Luzern;2011;PES;8.28
Luzern;2011;AVF;
Luzern;2011;Sol.;
Luzern;2011;Rép.;
Luzern;2011;DS;0.21
Luzern;2011;UDF;
Luzern;2011;PSL;
Luzern;2011;Lega;
Luzern;2011;MCR;
Luzern;2011;Sép.;
Luzern;2011;Autres;0.46
Luzern;2007;PLR;21.81
Luzern;2007;PDC;30.22
Luzern;2007;PS;11.49
Luzern;2007;UDC;25.27
Luzern;2007;PL;
Luzern;2007;AdI;
Luzern;2007;PEV;0.75
Luzern;2007;PCS;
Luzern;2007;PVL;
Luzern;2007;PBD;
Luzern;2007;PST;
Luzern;2007;PSA;
Luzern;2007;POCH;
Luzern;2007;PES;9.46
Luzern;2007;AVF;
Luzern;2007;Sol.;
Luzern;2007;Rép.;
Luzern;2007;DS;
Luzern;2007;UDF;
Luzern;2007;PSL;
Luzern;2007;Lega;
Luzern;2007;MCR;
Luzern;2007;Sép.;
Luzern;2007;Autres;0.99
Luzern;2003;PLR;23.07
Luzern;2003;PDC;29.42
Luzern;2003;PS;11.12
Luzern;2003;UDC;22.91
Luzern;2003;PL;
Luzern;2003;AdI;
Luzern;2003;PEV;0.81
Luzern;2003;PCS;
Luzern;2003;PVL;
Luzern;2003;PBD;
Luzern;2003;PST;
Luzern;2003;PSA;
Luzern;2003;POCH;
Luzern;2003;PES;9.79
Luzern;2003;AVF;
Luzern;2003;Sol.;
Luzern;2003;Rép.;
Luzern;2003;DS;0.35
Luzern;2003;UDF;
Luzern;2003;PSL;
Luzern;2003;Lega;
Luzern;2003;MCR;
Luzern;2003;Sép.;
Luzern;2003;Autres;2.52
Luzern;1999;PLR;22.64
Luzern;1999;PDC;33.82
Luzern;1999;PS;10
Luzern;1999;UDC;22.75
Luzern;1999;PL;
Luzern;1999;AdI;
Luzern;1999;PEV;
Luzern;1999;PCS;0.54
Luzern;1999;PVL;
Luzern;1999;PBD;
Luzern;1999;PST;
Luzern;1999;PSA;
Luzern;1999;POCH;
Luzern;1999;PES;7.99
Luzern;1999;AVF;
Luzern;1999;Sol.;
Luzern;1999;Rép.;
Luzern;1999;DS;0.84
Luzern;1999;UDF;
Luzern;1999;PSL;0.34
Luzern;1999;Lega;
Luzern;1999;MCR;
Luzern;1999;Sép.;
Luzern;1999;Autres;1.09
Luzern;1995;PLR;25.48
Luzern;1995;PDC;37.31
Luzern;1995;PS;11.68
Luzern;1995;UDC;14.09
Luzern;1995;PL;
Luzern;1995;AdI;
Luzern;1995;PEV;
Luzern;1995;PCS;
Luzern;1995;PVL;
Luzern;1995;PBD;
Luzern;1995;PST;
Luzern;1995;PSA;
Luzern;1995;POCH;
Luzern;1995;PES;8.05
Luzern;1995;AVF;0.82
Luzern;1995;Sol.;
Luzern;1995;Rép.;
Luzern;1995;DS;2.21
Luzern;1995;UDF;
Luzern;1995;PSL;
Luzern;1995;Lega;
Luzern;1995;MCR;
Luzern;1995;Sép.;
Luzern;1995;Autres;0.36
Luzern;1991;PLR;27.86
Luzern;1991;PDC;48.62
Luzern;1991;PS;11.03
Luzern;1991;UDC;
Luzern;1991;PL;
Luzern;1991;AdI;
Luzern;1991;PEV;
Luzern;1991;PCS;
Luzern;1991;PVL;
Luzern;1991;PBD;
Luzern;1991;PST;
Luzern;1991;PSA;
Luzern;1991;POCH;
Luzern;1991;PES;9.28
Luzern;1991;AVF;
Luzern;1991;Sol.;
Luzern;1991;Rép.;
Luzern;1991;DS;2.82
Luzern;1991;UDF;
Luzern;1991;PSL;
Luzern;1991;Lega;
Luzern;1991;MCR;
Luzern;1991;Sép.;
Luzern;1991;Autres;0.4
Luzern;1987;PLR;29.8
Luzern;1987;PDC;47.02
Luzern;1987;PS;9.01
Luzern;1987;UDC;
Luzern;1987;PL;
Luzern;1987;AdI;
Luzern;1987;PEV;
Luzern;1987;PCS;
Luzern;1987;PVL;
Luzern;1987;PBD;
Luzern;1987;PST;
Luzern;1987;PSA;
Luzern;1987;POCH;
Luzern;1987;PES;
Luzern;1987;AVF;8.72
Luzern;1987;Sol.;
Luzern;1987;Rép.;
Luzern;1987;DS;1.44
Luzern;1987;UDF;
Luzern;1987;PSL;3.42
Luzern;1987;Lega;
Luzern;1987;MCR;
Luzern;1987;Sép.;
Luzern;1987;Autres;0.6
Luzern;1983;PLR;28.61
Luzern;1983;PDC;49.62
Luzern;1983;PS;11.74
Luzern;1983;UDC;
Luzern;1983;PL;
Luzern;1983;AdI;
Luzern;1983;PEV;
Luzern;1983;PCS;
Luzern;1983;PVL;
Luzern;1983;PBD;
Luzern;1983;PST;
Luzern;1983;PSA;
Luzern;1983;POCH;8.41
Luzern;1983;PES;
Luzern;1983;AVF;
Luzern;1983;Sol.;
Luzern;1983;Rép.;
Luzern;1983;DS;1.29
Luzern;1983;UDF;
Luzern;1983;PSL;
Luzern;1983;Lega;
Luzern;1983;MCR;
Luzern;1983;Sép.;
Luzern;1983;Autres;0.33
Luzern;1979;PLR;31.71
Luzern;1979;PDC;50.45
Luzern;1979;PS;12.52
Luzern;1979;UDC;
Luzern;1979;PL;
Luzern;1979;AdI;
Luzern;1979;PEV;
Luzern;1979;PCS;
Luzern;1979;PVL;
Luzern;1979;PBD;
Luzern;1979;PST;
Luzern;1979;PSA;
Luzern;1979;POCH;5.13
Luzern;1979;PES;
Luzern;1979;AVF;
Luzern;1979;Sol.;
Luzern;1979;Rép.;
Luzern;1979;DS;
Luzern;1979;UDF;
Luzern;1979;PSL;
Luzern;1979;Lega;
Luzern;1979;MCR;
Luzern;1979;Sép.;
Luzern;1979;Autres;0.19
Luzern;1975;PLR;29.08
Luzern;1975;PDC;50.13
Luzern;1975;PS;13.42
Luzern;1975;UDC;
Luzern;1975;PL;
Luzern;1975;AdI;5.26
Luzern;1975;PEV;
Luzern;1975;PCS;
Luzern;1975;PVL;
Luzern;1975;PBD;
Luzern;1975;PST;
Luzern;1975;PSA;
Luzern;1975;POCH;1.76
Luzern;1975;PES;
Luzern;1975;AVF;
Luzern;1975;Sol.;
Luzern;1975;Rép.;
Luzern;1975;DS;
Luzern;1975;UDF;
Luzern;1975;PSL;
Luzern;1975;Lega;
Luzern;1975;MCR;
Luzern;1975;Sép.;
Luzern;1975;Autres;0.35
Luzern;1971;PLR;30.02
Luzern;1971;PDC;48.84
Luzern;1971;PS;12.42
Luzern;1971;UDC;
Luzern;1971;PL;
Luzern;1971;AdI;8.72
Luzern;1971;PEV;
Luzern;1971;PCS;
Luzern;1971;PVL;
Luzern;1971;PBD;
Luzern;1971;PST;
Luzern;1971;PSA;
Luzern;1971;POCH;
Luzern;1971;PES;
Luzern;1971;AVF;
Luzern;1971;Sol.;
Luzern;1971;Rép.;
Luzern;1971;DS;
Luzern;1971;UDF;
Luzern;1971;PSL;
Luzern;1971;Lega;
Luzern;1971;MCR;
Luzern;1971;Sép.;
Luzern;1971;Autres;
Uri;2019;PLR;
Uri;2019;PDC;39.21
Uri;2019;PS;22.25
Uri;2019;UDC;36.33
Uri;2019;PL;
Uri;2019;AdI;
Uri;2019;PEV;
Uri;2019;PCS;
Uri;2019;PVL;
Uri;2019;PBD;
Uri;2019;PST;
Uri;2019;PSA;
Uri;2019;POCH;
Uri;2019;PES;
Uri;2019;AVF;
Uri;2019;Sol.;
Uri;2019;Rép.;
Uri;2019;DS;
Uri;2019;UDF;
Uri;2019;PSL;
Uri;2019;Lega;
Uri;2019;MCR;
Uri;2019;Sép.;
Uri;2019;Autres;2.22
Uri;2015;PLR;
Uri;2015;PDC;26.85
Uri;2015;PS;
Uri;2015;UDC;44.08
Uri;2015;PL;
Uri;2015;AdI;
Uri;2015;PEV;
Uri;2015;PCS;
Uri;2015;PVL;
Uri;2015;PBD;
Uri;2015;PST;
Uri;2015;PSA;
Uri;2015;POCH;
Uri;2015;PES;26.28
Uri;2015;AVF;
Uri;2015;Sol.;
Uri;2015;Rép.;
Uri;2015;DS;
Uri;2015;UDF;
Uri;2015;PSL;
Uri;2015;Lega;
Uri;2015;MCR;
Uri;2015;Sép.;
Uri;2015;Autres;2.79
Uri;2011;PLR;74.27
Uri;2011;PDC;
Uri;2011;PS;21.47
Uri;2011;UDC;
Uri;2011;PL;
Uri;2011;AdI;
Uri;2011;PEV;
Uri;2011;PCS;
Uri;2011;PVL;
Uri;2011;PBD;
Uri;2011;PST;
Uri;2011;PSA;
Uri;2011;POCH;
Uri;2011;PES;
Uri;2011;AVF;
Uri;2011;Sol.;
Uri;2011;Rép.;
Uri;2011;DS;
Uri;2011;UDF;
Uri;2011;PSL;
Uri;2011;Lega;
Uri;2011;MCR;
Uri;2011;Sép.;
Uri;2011;Autres;4.26
Uri;2007;PLR;87.26
Uri;2007;PDC;
Uri;2007;PS;
Uri;2007;UDC;
Uri;2007;PL;
Uri;2007;AdI;
Uri;2007;PEV;
Uri;2007;PCS;
Uri;2007;PVL;
Uri;2007;PBD;
Uri;2007;PST;
Uri;2007;PSA;
Uri;2007;POCH;
Uri;2007;PES;
Uri;2007;AVF;
Uri;2007;Sol.;
Uri;2007;Rép.;
Uri;2007;DS;
Uri;2007;UDF;
Uri;2007;PSL;
Uri;2007;Lega;
Uri;2007;MCR;
Uri;2007;Sép.;
Uri;2007;Autres;12.74
Uri;2003;PLR;36.64
Uri;2003;PDC;
Uri;2003;PS;
Uri;2003;UDC;31.28
Uri;2003;PL;
Uri;2003;AdI;
Uri;2003;PEV;
Uri;2003;PCS;
Uri;2003;PVL;
Uri;2003;PBD;
Uri;2003;PST;
Uri;2003;PSA;
Uri;2003;POCH;
Uri;2003;PES;30.61
Uri;2003;AVF;
Uri;2003;Sol.;
Uri;2003;Rép.;
Uri;2003;DS;
Uri;2003;UDF;
Uri;2003;PSL;
Uri;2003;Lega;
Uri;2003;MCR;
Uri;2003;Sép.;
Uri;2003;Autres;1.48
Uri;1999;PLR;81.66
Uri;1999;PDC;
Uri;1999;PS;
Uri;1999;UDC;
Uri;1999;PL;
Uri;1999;AdI;
Uri;1999;PEV;
Uri;1999;PCS;
Uri;1999;PVL;
Uri;1999;PBD;
Uri;1999;PST;
Uri;1999;PSA;
Uri;1999;POCH;
Uri;1999;PES;
Uri;1999;AVF;
Uri;1999;Sol.;
Uri;1999;Rép.;
Uri;1999;DS;
Uri;1999;UDF;
Uri;1999;PSL;
Uri;1999;Lega;
Uri;1999;MCR;
Uri;1999;Sép.;
Uri;1999;Autres;18.34
Uri;1995;PLR;86.02
Uri;1995;PDC;
Uri;1995;PS;
Uri;1995;UDC;
Uri;1995;PL;
Uri;1995;AdI;
Uri;1995;PEV;
Uri;1995;PCS;
Uri;1995;PVL;
Uri;1995;PBD;
Uri;1995;PST;
Uri;1995;PSA;
Uri;1995;POCH;
Uri;1995;PES;
Uri;1995;AVF;
Uri;1995;Sol.;
Uri;1995;Rép.;
Uri;1995;DS;
Uri;1995;UDF;
Uri;1995;PSL;
Uri;1995;Lega;
Uri;1995;MCR;
Uri;1995;Sép.;
Uri;1995;Autres;13.98
Uri;1991;PLR;93.15
Uri;1991;PDC;
Uri;1991;PS;
Uri;1991;UDC;
Uri;1991;PL;
Uri;1991;AdI;
Uri;1991;PEV;
Uri;1991;PCS;
Uri;1991;PVL;
Uri;1991;PBD;
Uri;1991;PST;
Uri;1991;PSA;
Uri;1991;POCH;
Uri;1991;PES;
Uri;1991;AVF;
Uri;1991;Sol.;
Uri;1991;Rép.;
Uri;1991;DS;
Uri;1991;UDF;
Uri;1991;PSL;
Uri;1991;Lega;
Uri;1991;MCR;
Uri;1991;Sép.;
Uri;1991;Autres;6.85
Uri;1987;PLR;85.5
Uri;1987;PDC;
Uri;1987;PS;
Uri;1987;UDC;
Uri;1987;PL;
Uri;1987;AdI;
Uri;1987;PEV;
Uri;1987;PCS;
Uri;1987;PVL;
Uri;1987;PBD;
Uri;1987;PST;
Uri;1987;PSA;
Uri;1987;POCH;
Uri;1987;PES;
Uri;1987;AVF;
Uri;1987;Sol.;
Uri;1987;Rép.;
Uri;1987;DS;
Uri;1987;UDF;
Uri;1987;PSL;1.71
Uri;1987;Lega;
Uri;1987;MCR;
Uri;1987;Sép.;
Uri;1987;Autres;12.8
Uri;1983;PLR;84.68
Uri;1983;PDC;
Uri;1983;PS;
Uri;1983;UDC;
Uri;1983;PL;
Uri;1983;AdI;
Uri;1983;PEV;
Uri;1983;PCS;
Uri;1983;PVL;
Uri;1983;PBD;
Uri;1983;PST;
Uri;1983;PSA;
Uri;1983;POCH;
Uri;1983;PES;
Uri;1983;AVF;
Uri;1983;Sol.;
Uri;1983;Rép.;
Uri;1983;DS;
Uri;1983;UDF;
Uri;1983;PSL;
Uri;1983;Lega;
Uri;1983;MCR;
Uri;1983;Sép.;
Uri;1983;Autres;15.32
Uri;1979;PLR;38.99
Uri;1979;PDC;
Uri;1979;PS;23.02
Uri;1979;UDC;
Uri;1979;PL;
Uri;1979;AdI;
Uri;1979;PEV;
Uri;1979;PCS;
Uri;1979;PVL;
Uri;1979;PBD;
Uri;1979;PST;
Uri;1979;PSA;
Uri;1979;POCH;
Uri;1979;PES;
Uri;1979;AVF;
Uri;1979;Sol.;
Uri;1979;Rép.;
Uri;1979;DS;
Uri;1979;UDF;
Uri;1979;PSL;
Uri;1979;Lega;
Uri;1979;MCR;
Uri;1979;Sép.;
Uri;1979;Autres;37.99
Uri;1975;PLR;76.02
Uri;1975;PDC;18.61
Uri;1975;PS;
Uri;1975;UDC;
Uri;1975;PL;
Uri;1975;AdI;
Uri;1975;PEV;
Uri;1975;PCS;
Uri;1975;PVL;
Uri;1975;PBD;
Uri;1975;PST;
Uri;1975;PSA;
Uri;1975;POCH;
Uri;1975;PES;
Uri;1975;AVF;
Uri;1975;Sol.;
Uri;1975;Rép.;
Uri;1975;DS;
Uri;1975;UDF;
Uri;1975;PSL;
Uri;1975;Lega;
Uri;1975;MCR;
Uri;1975;Sép.;
Uri;1975;Autres;5.36
Uri;1971;PLR;95.16
Uri;1971;PDC;
Uri;1971;PS;
Uri;1971;UDC;
Uri;1971;PL;
Uri;1971;AdI;
Uri;1971;PEV;
Uri;1971;PCS;
Uri;1971;PVL;
Uri;1971;PBD;
Uri;1971;PST;
Uri;1971;PSA;
Uri;1971;POCH;
Uri;1971;PES;
Uri;1971;AVF;
Uri;1971;Sol.;
Uri;1971;Rép.;
Uri;1971;DS;
Uri;1971;UDF;
Uri;1971;PSL;
Uri;1971;Lega;
Uri;1971;MCR;
Uri;1971;Sép.;
Uri;1971;Autres;4.84
Schwyz;2019;PLR;23.1
Schwyz;2019;PDC;18.4
Schwyz;2019;PS;13.81
Schwyz;2019;UDC;36.89
Schwyz;2019;PL;
Schwyz;2019;AdI;
Schwyz;2019;PEV;0.6
Schwyz;2019;PCS;
Schwyz;2019;PVL;4.58
Schwyz;2019;PBD;
Schwyz;2019;PST;
Schwyz;2019;PSA;
Schwyz;2019;POCH;
Schwyz;2019;PES;2.61
Schwyz;2019;AVF;
Schwyz;2019;Sol.;
Schwyz;2019;Rép.;
Schwyz;2019;DS;
Schwyz;2019;UDF;
Schwyz;2019;PSL;
Schwyz;2019;Lega;
Schwyz;2019;MCR;
Schwyz;2019;Sép.;
Schwyz;2019;Autres;
Schwyz;2015;PLR;20.6
Schwyz;2015;PDC;19.45
Schwyz;2015;PS;13.09
Schwyz;2015;UDC;42.63
Schwyz;2015;PL;
Schwyz;2015;AdI;
Schwyz;2015;PEV;
Schwyz;2015;PCS;
Schwyz;2015;PVL;2.82
Schwyz;2015;PBD;
Schwyz;2015;PST;
Schwyz;2015;PSA;
Schwyz;2015;POCH;
Schwyz;2015;PES;1.41
Schwyz;2015;AVF;
Schwyz;2015;Sol.;
Schwyz;2015;Rép.;
Schwyz;2015;DS;
Schwyz;2015;UDF;
Schwyz;2015;PSL;
Schwyz;2015;Lega;
Schwyz;2015;MCR;
Schwyz;2015;Sép.;
Schwyz;2015;Autres;
Schwyz;2011;PLR;15.48
Schwyz;2011;PDC;20.55
Schwyz;2011;PS;15.66
Schwyz;2011;UDC;37.98
Schwyz;2011;PL;
Schwyz;2011;AdI;
Schwyz;2011;PEV;1.11
Schwyz;2011;PCS;
Schwyz;2011;PVL;
Schwyz;2011;PBD;3.45
Schwyz;2011;PST;
Schwyz;2011;PSA;
Schwyz;2011;POCH;
Schwyz;2011;PES;3.83
Schwyz;2011;AVF;
Schwyz;2011;Sol.;
Schwyz;2011;Rép.;
Schwyz;2011;DS;
Schwyz;2011;UDF;
Schwyz;2011;PSL;
Schwyz;2011;Lega;
Schwyz;2011;MCR;
Schwyz;2011;Sép.;
Schwyz;2011;Autres;1.94
Schwyz;2007;PLR;16.73
Schwyz;2007;PDC;20.1
Schwyz;2007;PS;13.92
Schwyz;2007;UDC;44.95
Schwyz;2007;PL;
Schwyz;2007;AdI;
Schwyz;2007;PEV;0.94
Schwyz;2007;PCS;
Schwyz;2007;PVL;
Schwyz;2007;PBD;
Schwyz;2007;PST;
Schwyz;2007;PSA;
Schwyz;2007;POCH;
Schwyz;2007;PES;3.35
Schwyz;2007;AVF;
Schwyz;2007;Sol.;
Schwyz;2007;Rép.;
Schwyz;2007;DS;
Schwyz;2007;UDF;
Schwyz;2007;PSL;
Schwyz;2007;Lega;
Schwyz;2007;MCR;
Schwyz;2007;Sép.;
Schwyz;2007;Autres;
Schwyz;2003;PLR;15.35
Schwyz;2003;PDC;23.44
Schwyz;2003;PS;17.56
Schwyz;2003;UDC;43.65
Schwyz;2003;PL;
Schwyz;2003;AdI;
Schwyz;2003;PEV;
Schwyz;2003;PCS;
Schwyz;2003;PVL;
Schwyz;2003;PBD;
Schwyz;2003;PST;
Schwyz;2003;PSA;
Schwyz;2003;POCH;
Schwyz;2003;PES;
Schwyz;2003;AVF;
Schwyz;2003;Sol.;
Schwyz;2003;Rép.;
Schwyz;2003;DS;
Schwyz;2003;UDF;
Schwyz;2003;PSL;
Schwyz;2003;Lega;
Schwyz;2003;MCR;
Schwyz;2003;Sép.;
Schwyz;2003;Autres;
Schwyz;1999;PLR;19.11
Schwyz;1999;PDC;27.25
Schwyz;1999;PS;16.38
Schwyz;1999;UDC;35.85
Schwyz;1999;PL;
Schwyz;1999;AdI;
Schwyz;1999;PEV;
Schwyz;1999;PCS;
Schwyz;1999;PVL;
Schwyz;1999;PBD;
Schwyz;1999;PST;
Schwyz;1999;PSA;
Schwyz;1999;POCH;
Schwyz;1999;PES;
Schwyz;1999;AVF;
Schwyz;1999;Sol.;
Schwyz;1999;Rép.;
Schwyz;1999;DS;
Schwyz;1999;UDF;
Schwyz;1999;PSL;
Schwyz;1999;Lega;
Schwyz;1999;MCR;
Schwyz;1999;Sép.;
Schwyz;1999;Autres;1.4
Schwyz;1995;PLR;24
Schwyz;1995;PDC;27.35
Schwyz;1995;PS;19.9
Schwyz;1995;UDC;21.47
Schwyz;1995;PL;
Schwyz;1995;AdI;
Schwyz;1995;PEV;
Schwyz;1995;PCS;
Schwyz;1995;PVL;
Schwyz;1995;PBD;
Schwyz;1995;PST;
Schwyz;1995;PSA;
Schwyz;1995;POCH;
Schwyz;1995;PES;
Schwyz;1995;AVF;
Schwyz;1995;Sol.;
Schwyz;1995;Rép.;
Schwyz;1995;DS;3.1
Schwyz;1995;UDF;
Schwyz;1995;PSL;2.83
Schwyz;1995;Lega;
Schwyz;1995;MCR;
Schwyz;1995;Sép.;
Schwyz;1995;Autres;1.34
Schwyz;1991;PLR;25.9
Schwyz;1991;PDC;32.81
Schwyz;1991;PS;19.36
Schwyz;1991;UDC;9.18
Schwyz;1991;PL;
Schwyz;1991;AdI;
Schwyz;1991;PEV;
Schwyz;1991;PCS;
Schwyz;1991;PVL;
Schwyz;1991;PBD;
Schwyz;1991;PST;
Schwyz;1991;PSA;
Schwyz;1991;POCH;
Schwyz;1991;PES;
Schwyz;1991;AVF;
Schwyz;1991;Sol.;
Schwyz;1991;Rép.;
Schwyz;1991;DS;
Schwyz;1991;UDF;
Schwyz;1991;PSL;
Schwyz;1991;Lega;
Schwyz;1991;MCR;
Schwyz;1991;Sép.;
Schwyz;1991;Autres;12.75
Schwyz;1987;PLR;24.26
Schwyz;1987;PDC;36.93
Schwyz;1987;PS;14.28
Schwyz;1987;UDC;7.59
Schwyz;1987;PL;
Schwyz;1987;AdI;
Schwyz;1987;PEV;
Schwyz;1987;PCS;
Schwyz;1987;PVL;
Schwyz;1987;PBD;
Schwyz;1987;PST;
Schwyz;1987;PSA;
Schwyz;1987;POCH;
Schwyz;1987;PES;
Schwyz;1987;AVF;
Schwyz;1987;Sol.;
Schwyz;1987;Rép.;
Schwyz;1987;DS;
Schwyz;1987;UDF;
Schwyz;1987;PSL;4.91
Schwyz;1987;Lega;
Schwyz;1987;MCR;
Schwyz;1987;Sép.;
Schwyz;1987;Autres;12.03
Schwyz;1983;PLR;25.96
Schwyz;1983;PDC;46.56
Schwyz;1983;PS;21
Schwyz;1983;UDC;6.48
Schwyz;1983;PL;
Schwyz;1983;AdI;
Schwyz;1983;PEV;
Schwyz;1983;PCS;
Schwyz;1983;PVL;
Schwyz;1983;PBD;
Schwyz;1983;PST;
Schwyz;1983;PSA;
Schwyz;1983;POCH;
Schwyz;1983;PES;
Schwyz;1983;AVF;
Schwyz;1983;Sol.;
Schwyz;1983;Rép.;
Schwyz;1983;DS;
Schwyz;1983;UDF;
Schwyz;1983;PSL;
Schwyz;1983;Lega;
Schwyz;1983;MCR;
Schwyz;1983;Sép.;
Schwyz;1983;Autres;
Schwyz;1979;PLR;28.03
Schwyz;1979;PDC;49.37
Schwyz;1979;PS;22.6
Schwyz;1979;UDC;
Schwyz;1979;PL;
Schwyz;1979;AdI;
Schwyz;1979;PEV;
Schwyz;1979;PCS;
Schwyz;1979;PVL;
Schwyz;1979;PBD;
Schwyz;1979;PST;
Schwyz;1979;PSA;
Schwyz;1979;POCH;
Schwyz;1979;PES;
Schwyz;1979;AVF;
Schwyz;1979;Sol.;
Schwyz;1979;Rép.;
Schwyz;1979;DS;
Schwyz;1979;UDF;
Schwyz;1979;PSL;
Schwyz;1979;Lega;
Schwyz;1979;MCR;
Schwyz;1979;Sép.;
Schwyz;1979;Autres;
Schwyz;1975;PLR;21.27
Schwyz;1975;PDC;46.37
Schwyz;1975;PS;29.33
Schwyz;1975;UDC;3.04
Schwyz;1975;PL;
Schwyz;1975;AdI;
Schwyz;1975;PEV;
Schwyz;1975;PCS;
Schwyz;1975;PVL;
Schwyz;1975;PBD;
Schwyz;1975;PST;
Schwyz;1975;PSA;
Schwyz;1975;POCH;
Schwyz;1975;PES;
Schwyz;1975;AVF;
Schwyz;1975;Sol.;
Schwyz;1975;Rép.;
Schwyz;1975;DS;
Schwyz;1975;UDF;
Schwyz;1975;PSL;
Schwyz;1975;Lega;
Schwyz;1975;MCR;
Schwyz;1975;Sép.;
Schwyz;1975;Autres;
Schwyz;1971;PLR;20.4
Schwyz;1971;PDC;38.48
Schwyz;1971;PS;28.99
Schwyz;1971;UDC;
Schwyz;1971;PL;
Schwyz;1971;AdI;
Schwyz;1971;PEV;
Schwyz;1971;PCS;
Schwyz;1971;PVL;
Schwyz;1971;PBD;
Schwyz;1971;PST;
Schwyz;1971;PSA;
Schwyz;1971;POCH;
Schwyz;1971;PES;
Schwyz;1971;AVF;
Schwyz;1971;Sol.;
Schwyz;1971;Rép.;
Schwyz;1971;DS;
Schwyz;1971;UDF;
Schwyz;1971;PSL;
Schwyz;1971;Lega;
Schwyz;1971;MCR;
Schwyz;1971;Sép.;
Schwyz;1971;Autres;12.12
Obwalden;2019;PLR;11.59
Obwalden;2019;PDC;36.68
Obwalden;2019;PS;2.92
Obwalden;2019;UDC;37.28
Obwalden;2019;PL;
Obwalden;2019;AdI;
Obwalden;2019;PEV;
Obwalden;2019;PCS;
Obwalden;2019;PVL;
Obwalden;2019;PBD;
Obwalden;2019;PST;
Obwalden;2019;PSA;
Obwalden;2019;POCH;
Obwalden;2019;PES;
Obwalden;2019;AVF;
Obwalden;2019;Sol.;
Obwalden;2019;Rép.;
Obwalden;2019;DS;
Obwalden;2019;UDF;
Obwalden;2019;PSL;
Obwalden;2019;Lega;
Obwalden;2019;MCR;
Obwalden;2019;Sép.;
Obwalden;2019;Autres;11.54
Obwalden;2015;PLR;
Obwalden;2015;PDC;
Obwalden;2015;PS;
Obwalden;2015;UDC;34.53
Obwalden;2015;PL;
Obwalden;2015;AdI;
Obwalden;2015;PEV;
Obwalden;2015;PCS;
Obwalden;2015;PVL;
Obwalden;2015;PBD;
